ID,Clee,Nombre de la Unidad Económica,Razón social,Código de la clase de actividad SCIAN,Nombre de clase de la actividad,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Número exterior o kilómetro,Letra exterior,Edificio,Edificio Piso,Número interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado público",Número de local,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Manzana,Número de teléfono,Correo electrónico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporación al DENUE
8631720,09003611312001662000000000U1,COORDINACIONN DE PROGRAMA DE POSGRADO DE DERECHO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,6 a 10 personas,AVENIDA,AVENIDA DEL ASPIRANTE,CIRCUITO,ESCOLAR,AVENIDA,AVENIDA DEL ASPIRANTE,CALLE,CIRCUITO CENTRO CULTURAL,,SN,,1,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,EDIFICIO COMERCIAL Y DE SERVICIOS,ZONA DE POSGRADO UNAM,F,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,020,,,,Fijo,19.30822726,-99.18499717,2019-11
9229026,09005611312000743001000000U5,DEFENSORIA DE LOS DERECHOS POLITECNICOS,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,251 y más personas,AVENIDA,WILFRIDO MASSIEU,AVENIDA,LUIS ENRIQUE ERRO,CERRADA,MANUEL L. STAMPA,AVENIDA,JUAN DE DIOS BATIZ,,SN,,1,,,COLONIA,NUEVA INDUSTRIAL VALLEJO,OTRO,INSTITUTO POLITECNICO NACIONAL,1,07700,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,003,,DAP@IPN.MX,,Fijo,19.49788159,-99.143801,2020-04
1059440,09003611312000643001000000U2,DEFENSORIA DE LOS DERECHOS UNIVERSITARIOS IGUALDAD Y ATENCION,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,51 a 100 personas,CALLE,CIRCUITO CENTRO CULTURAL,CIRCUITO,ESCOLAR,AVENIDA,AVENIDA DEL ASPIRANTE,CALLE,CIRCUITO CENTRO CULTURAL,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,020,,JULA.SANTIAGO@DEFENSORIA.UNAM.MX,WWW.DDU.UNAM.MX,Fijo,19.31021612,-99.18071613,2010-07
1059404,09003931610000892001000000U7,DEPARTAMENTO DE FIRMA ELECTRONICA AVANZADA,UNAM,611312,Escuelas de educación superior del sector público,51 a 100 personas,CIRCUITO,INVESTIGACION CIENTIFICA,CIRCUITO,INTERIOR,CIRCUITO,ESCOLAR,CIRCUITO,INVESTIGACION CIENTIFICA,,SN,,,,,OTRO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,008,,DUDAS_FIRMA@UNAM.MX,WWW.FEA.UNAM.MX,Fijo,19.3248558,-99.17567098,2014-12
9229000,09005611312000487000000000U9,DIRECCION DE ACTIVIDADES DEPORTIVAS,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,251 y más personas,AVENIDA,LUIS ENRIQUE ERRO,AVENIDA,WILFRIDO MASSIEU,AVENIDA,JUAN DE DIOS BATIZ,CALLE,MANUEL DE ANDA Y BARREDO,,SN,,,,,COLONIA,NUEVA INDUSTRIAL VALLEJO,,,,07700,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,001,,DAD@IPN.MX,,Fijo,19.50057496,-99.13965034,2020-04
9228999,09005611312000476001000000U2,DIRECCION DE ADMINISTRACION ESCOLAR,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,51 a 100 personas,AVENIDA,INSTITUTO POLITECNICO NACIONAL,AVENIDA,JUAN DE DIOS BATIZ,AVENIDA,WILFRIDO MASSIEU,CALLE,MANUEL DE ANDA Y BARREDO,1936,,,1,,,COLONIA,NUEVA INDUSTRIAL VALLEJO,OTRO,INSTITUTO POLITECNICO NACIONAL,1,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,002,,OFICIOSDAE@IPN.MX,,Fijo,19.49923352,-99.13248068,2020-04
9228994,09005611312000426001000000U7,DIRECCION DE BIBLIOTECAS,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,6 a 10 personas,AVENIDA,INSTITUTO POLITECNICO NACIONAL,AVENIDA,JUAN DE DIOS BATIZ,AVENIDA,WILFRIDO MASSIEU,CALLE,MANUEL DE ANDA Y BARREDO,1936,,,1,,,COLONIA,NUEVA INDUSTRIAL VALLEJO,OTRO,INSTITUTO POLITECNICO NACIONAL,1,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,002,,DPB@IPN.MX,,Fijo,19.49923352,-99.13248068,2020-04
1059411,09003611312001034002000000U3,DIRECCION DE CINEMATOGRAFIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,31 a 50 personas,CALLE,NINGUNO,CALLE,NINGUNO,CIRCUITO,MARIO DE LA CUEVA,CALLE,CIRCUITO CENTRO CULTURAL,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,018,,,WWW.CUT.UNAM.MX,Fijo,19.31414212,-99.18217488,2010-07
9229020,09005611312000686000000000U6,DIRECCION DE COMPUTO Y COMUNICACIONES,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,101 a 250 personas,AVENIDA,JUAN DE DIOS BATIZ,AVENIDA,LUIS ENRIQUE ERRO,CALLE,MARIA LUISA ESTAMPA ORTIGOZA,AVENIDA,LUIS ENRIQUE ERRO,,SN,,,,,OTRO,NUEVA INDUSTRIAL VALLEJO,,,,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,005,,DCYC@IPN.MX,WWW.IPN.MX,Fijo,19.5049848,-99.14205534,2020-04
1059419,09003611312000222001000000U5,DIRECCION DE DANZA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,31 a 50 personas,CALLE,NINGUNO,CALLE,NINGUNO,CIRCUITO,MARIO DE LA CUEVA,CALLE,CIRCUITO CENTRO CULTURAL,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,018,,EFRAIN@UNAM.MX,,Fijo,19.31267177,-99.18569028,2010-07
9229027,09005611312000756001000000U7,DIRECCION DE DIFUSION Y FOMENTO A LA CULTURA,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,11 a 30 personas,AVENIDA,WILFRIDO MASSIEU,CALLE,MANUEL DE ANDA Y BARREDO,PRIVADA,NINGUNO,AVENIDA,JUAN DE DIOS BATIZ,,SN,,,,,COLONIA,NUEVA INDUSTRIAL VALLEJO,,,,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,002,,DDC@IPN.MX,,Fijo,19.49534443,-99.1365625,2020-04
9228988,09005611312000365001000000U7,DIRECCION DE EDUCACION SUPERIOR,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,101 a 250 personas,AVENIDA,LUIS ENRIQUE ERRO,AVENIDA,WILFRIDO MASSIEU,AVENIDA,JUAN DE DIOS BATIZ,CALLE,NINGUNO,,SN,,1,,,COLONIA,NUEVA INDUSTRIAL VALLEJO,OTRO,INSTITUTO POLITECNICO NACIONAL,1,07700,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,003,,DES@IPN.MX,,Fijo,19.50035765,-99.14012495,2020-04
9229019,09005611312000675001000000U9,DIRECCION DE EGRESADOS Y SERVICIO SOCIAL,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,31 a 50 personas,AVENIDA,LUIS ENRIQUE ERRO,AVENIDA,JUAN DE DIOS BATIZ,AVENIDA,MIGUEL BERNARD,AVENIDA,MIGUEL BERNARD,,SN,,,,,OTRO,NUEVA INDUSTRIAL VALLEJO,,,,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,005,,DESS@IPN.MX,WWW.IPN.MX,Fijo,19.50519609,-99.13916936,2020-04
9229011,09005611312000594000000000U2,DIRECCION DE EVALUACION,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,31 a 50 personas,AVENIDA,MIGUEL OTHON DE MENDIZABAL ORIENTE,CALLE,MARIA LUISA ESTAMPA ORTIGOZA,AVENIDA,MIGUEL BERNARD,AVENIDA,MIGUEL BERNARD,,SN,,,,,OTRO,NUEVA INDUSTRIAL VALLEJO,,,,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,005,,DPO@IPN.MX,WWW.IPN.MX,Fijo,19.50912213,-99.14005845,2020-04
9229018,09005611312000662001000000U7,DIRECCION DE FORMACION EN LENGUAS EXTRANJERAS,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,31 a 50 personas,AVENIDA,LUIS ENRIQUE ERRO,AVENIDA,WILFRIDO MASSIEU,AVENIDA,JUAN DE DIOS BATIZ,CALLE,NINGUNO,,SN,,1,,,COLONIA,NUEVA INDUSTRIAL VALLEJO,OTRO,INSTITUTO POLITECNICO NACIONAL,1,07700,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,003,,DFLE@IPN.MX,,Fijo,19.50035765,-99.14012495,2020-04
9228991,09005611312000393001000000U9,DIRECCION DE INFORMACION INSTITUCIONAL,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,51 a 100 personas,AVENIDA,LUIS ENRIQUE ERRO,AVENIDA,WILFRIDO MASSIEU,AVENIDA,JUAN DE DIOS BATIZ,CALLE,NINGUNO,,SN,,,,,COLONIA,NUEVA INDUSTRIAL VALLEJO,,,,07700,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,003,,DII@IPN.MX,,Fijo,19.49809073,-99.14056993,2020-04
1061149,09003931610001504010000000U5,DIRECCION DE LITERATURA Y FOMENTO A LECTURA,UNAM,611312,Escuelas de educación superior del sector público,31 a 50 personas,CALLE,CIRCUITO CENTRO CULTURAL,CIRCUITO,ESCOLAR,AVENIDA,AVENIDA DEL ASPIRANTE,CALLE,CIRCUITO CENTRO CULTURAL,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,020,5556226246,ADRIANZL@UNAM.MX,,Fijo,19.31090885,-99.18239275,2010-07
9228997,09005611312000454000000000U9,DIRECCION DE PLANEACION,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,31 a 50 personas,AVENIDA,JUAN DE DIOS BATIZ,AVENIDA,LUIS ENRIQUE ERRO,CALLE,MARIA LUISA ESTAMPA ORTIGOZA,AVENIDA,MIGUEL BERNARD,,SN,,,,,OTRO,NUEVA INDUSTRIAL VALLEJO,,,,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,005,,DPO@IPN.MX,WWW.IPN.MX,Fijo,19.50469982,-99.14031209,2020-04
9228996,09005611312000447001000000U3,DIRECCION DE POSGRADO,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,11 a 30 personas,AVENIDA,MIGUEL OTHON DE MENDIZABAL ORIENTE,CALLE,MARIA LUISA ESTAMPA ORTIGOZA,AVENIDA,MIGUEL BERNARD,AVENIDA,MIGUEL BERNARD,,SN,,,,,OTRO,NUEVA INDUSTRIAL VALLEJO,,,,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,005,,DIRECCIONPOSGRADO@IPN.MX,WWW.IPN.MX,Fijo,19.50893284,-99.14054076,2020-04
9229013,09005611312000614000000000U8,DIRECCION DE PROGRAMACION Y PRESUPUESTO,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,31 a 50 personas,AVENIDA,LUIS ENRIQUE ERRO,AVENIDA,WILFRIDO MASSIEU,AVENIDA,JUAN DE DIOS BATIZ,CALLE,MANUEL DE ANDA Y BARREDO,,SN,,,,,COLONIA,NUEVA INDUSTRIAL VALLEJO,,,,07700,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,001,,DPPR@IPN.MX,,Fijo,19.500224,-99.13966227,2020-04
9228975,09005611312000233001000000U7,DIRECCION DE PROSPECTIVA E INTELIGENCIA TECNOLOGICA TECNOPOLI,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,51 a 100 personas,AVENIDA,WILFRIDO MASSIEU,AVENIDA,LUIS ENRIQUE ERRO,CERRADA,MANUEL L. STAMPA,AVENIDA,JUAN DE DIOS BATIZ,,SN,,1,,,COLONIA,NUEVA INDUSTRIAL VALLEJO,OTRO,INSTITUTO POLITECNICO NACIONAL,1,07700,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,003,,TECNOPOLI@IPN.MX,,Fijo,19.49788159,-99.143801,2020-04
9229023,09005611312000715001000000U3,DIRECCION DE RECURSOS FINANCIEROS,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,11 a 30 personas,AVENIDA,MIGUEL OTHON DE MENDIZABAL ORIENTE,CALLE,MARIA LUISA ESTAMPA ORTIGOZA,AVENIDA,MIGUEL BERNARD,AVENIDA,MIGUEL BERNARD,,SN,,,,,OTRO,NUEVA INDUSTRIAL VALLEJO,,,,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,005,,OFICILIA_DRF@IPN.MX,WWW.IPN.MX,Fijo,19.5089374,-99.14052913,2020-04
9228995,09005611312000436000000000U6,DIRECCION DE RECURSOS MATERIALES Y SERVICIOS,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,101 a 250 personas,AVENIDA,MIGUEL OTHON DE MENDIZABAL ORIENTE,CALLE,MARIA LUISA ESTAMPA ORTIGOZA,AVENIDA,MIGUEL BERNARD,AVENIDA,MIGUEL BERNARD,,SN,,,,,OTRO,NUEVA INDUSTRIAL VALLEJO,,,,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,005,,DRMI@IPN.MX,WWW.IPN.MX,Fijo,19.50894058,-99.14052104,2020-04
9229021,09005611312000695001000000U7,DIRECCION DE RELACIONES INTERNACIONALES,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,6 a 10 personas,AVENIDA,LUIS ENRIQUE ERRO,AVENIDA,JUAN DE DIOS BATIZ,AVENIDA,MIGUEL BERNARD,CALLE,MARIA LUISA ESTAMPA ORTIGOZA,,SN,,,,,OTRO,NUEVA INDUSTRIAL VALLEJO,,,,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,005,,DIRECCION.DRI@IPN.MX,WWW.IPN.MX,Fijo,19.5061476,-99.13863824,2020-04
9228979,09005611312000275001000000U8,DIRECCION DE SERVICIOS EMPRESARIALES Y TRANFERENCIA TECNOLOGICA DSETT,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,6 a 10 personas,AVENIDA,WILFRIDO MASSIEU,AVENIDA,LUIS ENRIQUE ERRO,CERRADA,MANUEL L. STAMPA,AVENIDA,JUAN DE DIOS BATIZ,,SN,,1,,,COLONIA,NUEVA INDUSTRIAL VALLEJO,OTRO,INSTITUTO POLITECNICO NACIONAL,1,07700,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,003,,DSETT@IPN.MX,,Fijo,19.49788159,-99.143801,2020-04
9229010,09005611312000587001000000U6,DIRECCION DE SERVICIOS ESTUDIANTILES,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,31 a 50 personas,AVENIDA,MIGUEL OTHON DE MENDIZABAL ORIENTE,CALLE,MARIA LUISA ESTAMPA ORTIGOZA,AVENIDA,MIGUEL BERNARD,CALLE,MARIA LUISA ESTAMPA ORTIGOZA,,SN,,,,,OTRO,NUEVA INDUSTRIAL VALLEJO,,,,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,005,,CEACA@IPN.MX,WWW.IPN.MX,Fijo,19.50875585,-99.14099172,2020-04
1061104,09003611312000396001000000U7,DIRECCION DE SISTEMAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,51 a 100 personas,CIRCUITO,EXTERIOR,CERRADA,NINGUNO,CERRADA,NINGUNO,CIRCUITO,MARIO DE LA CUEVA,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,009,,,,Fijo,19.32240791,-99.18614637,2010-07
9229006,09005611312000544001000000U7,DIRECCION DE VINCULACION Y DESARROLLO REGIONAL,INSTITUTO POLITECNICO NACIONAL,611312,Escuelas de educación superior del sector público,101 a 250 personas,CALLE,MARIA LUISA ESTAMPA ORTIGOZA,AVENIDA,MIGUEL OTHON DE MENDIZABAL ORIENTE,AVENIDA,JUAN DE DIOS BATIZ,AVENIDA,MIGUEL BERNARD,,SN,,,,,OTRO,NUEVA INDUSTRIAL VALLEJO,,,,07738,09,CIUDAD DE MÉXICO,005,Gustavo A. Madero,0001,Gustavo A. Madero                                                                                             ,0718,005,,DIUDYDER@IPN.MX,WWW.IPN.MX,Fijo,19.50651212,-99.14266924,2020-04
1059415,09003931610001703011000000U3,DIRECCION GENERAL DE ACTIVIDADES CINEMATOGRAFICAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,101 a 250 personas,CIRCUITO,MARIO DE LA CUEVA,CALLE,NINGUNO,AVENIDA,ANTONIO DELFIN MADRIGAL,CIRCUITO,MARIO DE LA CUEVA,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,017,,,WWW.FILMOTECA.UNAM.MX,Fijo,19.3207912,-99.17618422,2010-07
1061140,09003931610000876010000000U8,DIRECCION GENERAL DE ASUNTOS DEL PERSONAL ACADEMICO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,101 a 250 personas,AVENIDA,AVENIDA DEL ASPIRANTE,CIRCUITO,ESCOLAR,AVENIDA,AVENIDA DEL ASPIRANTE,CALLE,CIRCUITO CENTRO CULTURAL,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,020,5556652788,JROQUE@DGAPA.UNAM.MX,WWW.DGAPA.UNAM.MX,Fijo,19.30908133,-99.18589062,2010-07
9176763,09003611312001936000000000U9,DIRECCION GENERAL DE ASUNTOS JURIDICOS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,101 a 250 personas,CALLE,CIRCUITO CENTRO CULTURAL,CIRCUITO,ESCOLAR,AVENIDA,AVENIDA DEL ASPIRANTE,CALLE,CIRCUITO CENTRO CULTURAL,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,020,,DGAJUADMVA@UNAM.MX,,Fijo,19.31134712,-99.18609078,2019-11
1061145,09003931610001626010000000U6,DIRECCION GENERAL DE ATENCION A LA COMUNIDAD UNIVERSITARIA,UNAM,611312,Escuelas de educación superior del sector público,101 a 250 personas,CALLE,CIRCUITO CENTRO CULTURAL,CIRCUITO,ESCOLAR,AVENIDA,AVENIDA DEL ASPIRANTE,CALLE,CIRCUITO CENTRO CULTURAL,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,020,5556226174,UADMINISTRATIVA@DGACO.UNAM.MX,,Fijo,19.31057861,-99.18155881,2010-07
1059403,09003519122000132011000000U2,DIRECCION GENERAL DE BIBLIOTECAS,UNAM,611312,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,,SN,,,,,COLONIA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,007,5556221603,SUBCENTRAL@DGB.UNAM.MX,WWW.DGBIBLIO.UNAM.MX,Fijo,19.33215409,-99.18936111,2010-07
1059429,09003931610001916012000000U1,DIRECCION GENERAL DE COLEGIO DE CIENCIAS Y HUMANIDADES,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,0 a 5 personas,AVENIDA,UNIVERSIDAD,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,CIRCUITO,ESCOLAR,3000,,,,,,OTRO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,005,5556220024,ROCIO.CARRILLO@CCH.UNAM.MX,WWW.CCH.UNAM.MX,Fijo,19.3368343,-99.18701325,2010-07
1061161,09003931610000486011000000U6,DIRECCION GENERAL DE CONTROL PRESUPUESTAL E INFORMATICA,UNAM,611312,Escuelas de educación superior del sector público,11 a 30 personas,CALLE,CIRCUITO CENTRO CULTURAL,CIRCUITO,ESCOLAR,AVENIDA,AVENIDA DEL ASPIRANTE,CALLE,CIRCUITO CENTRO CULTURAL,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,020,5556220000,ADMINRED@PATRONATO.UNAM.MX,HTTPWWW.DGCPI.NAM.MXHTTPWWW.DGCPI.NAM.MX,Fijo,19.31161593,-99.18419976,2010-07
11032832,09014611171000985000000000U4,DIRECCION GENERAL DE COOPERACION INTERNACIONALIZACION DE LA UNAM,UNAM,611312,Escuelas de educación superior del sector público,51 a 100 personas,AVENIDA,SAN FRANCISCO,CALLE,PEDRO ROMERO DE TERREROS,CALLE,LUZ SAVIÑON,AVENIDA,MAGDALENA,323,,,,,,COLONIA,DEL VALLE NORTE,,,,03103,09,CIUDAD DE MÉXICO,014,Benito Juárez,0001,Benito Juárez                                                                                                 ,0238,024,,,WWW.UNAMINTERNACIONAL.UNAM.MX,Fijo,19.39499817,-99.17026004,2024-11
9166360,09003611312001927000000000U8,DIRECCION GENERAL DE DIVULGACION DE LA CIENCIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,CIRCUITO CULTURAL,CALLE,NINGUNO,CALLE,NINGUNO,CIRCUITO,CIRCUITO CULTURAL,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,019,,CONTACTO@UNIVERSUM.UNAM.MX,WWW.DGDC.UNAM.MX,Fijo,19.31065767,-99.18109031,2019-11
1061154,09003931610000625011000000U9,DIRECCION GENERAL DE ESTUDIOS DE LEGISLACION UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,11 a 30 personas,CALLE,CIRCUITO CENTRO CULTURAL,CIRCUITO,ESCOLAR,CALLE,CIRCUITO CENTRO CULTURAL,AVENIDA,AVENIDA DEL ASPIRANTE,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,020,,UNIDADADMINISTRATI_DGELU@UNAM.MX,WWW.DGELU.UNAM.MX,Fijo,19.31146594,-99.18382031,2010-07
8584101,09003611312001431001000000U1,DIRECCION GENERAL DE ESTUDIOS DE POSGRADO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,611312,Escuelas de educación superior del sector público,6 a 10 personas,CALLE,CIRCUITO CENTRO CULTURAL,CIRCUITO,ESCOLAR,AVENIDA,AVENIDA DEL ASPIRANTE,CALLE,CIRCUITO CENTRO CULTURAL,,SN,,,,,CIUDAD,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,,,,04510,09,CIUDAD DE MÉXICO,003,Coyoacán,0001,Coyoacán                                                                                                      ,0770,020,,,,Fijo,19.31056785,-99.18153097,2019-11
